id,problem_id,input_data,expected_output,is_sample,explanation
P03750_TC3,P03750,14 28 38 20 7 32 21 4 39 21 28,252,False,Additional variant testcase for P03750.
P03751_TC1,P03751,"""8
13 9 4 9 6 17 25 26""",65,True,Pick non-adjacent houses. (problem P03751)
P03751_TC2,P03751,17 26 35 38 37 28 26 16 14 29,266,False,Additional variant testcase for P03751.
P03751_TC3,P03751,13 29 1 16 30 39 21 6 4 30 7,196,False,Additional variant testcase for P03751.
P03752_TC1,P03752,"""[1, 2, 5, 10]
27""",4,True,Use unbounded knapsack DP. (problem P03752)
P03752_TC2,P03752,23 2 1 4 9 9 3 2 34 22,109,False,Additional variant testcase for P03752.
P03752_TC3,P03752,23 18 17 34 18 36 18 27 7 34 27,259,False,Additional variant testcase for P03752.
P03753_TC1,P03753,20 17 21 7 15 2,82,True,Use DP to track optimum state. (problem P03753)
P03753_TC2,P03753,15 38 21 38 33 34 11 31 7 31,259,False,Additional variant testcase for P03753.
P03753_TC3,P03753,27 13 8 18 18 25 37 32 3 30 34,245,False,Additional variant testcase for P03753.
P03754_TC1,P03754,15 24 24 13 1 22,99,True,Use DP to track optimum state. (problem P03754)
P03754_TC2,P03754,23 2 16 17 11 4 9 26 32 38,178,False,Additional variant testcase for P03754.
P03754_TC3,P03754,6 33 28 11 23 10 33 23 1 7 20,195,False,Additional variant testcase for P03754.
P03755_TC1,P03755,6,8,True,Use iterative DP. (problem P03755)
P03755_TC2,P03755,31 27 31 9 39 31 28 21 21 7,245,False,Additional variant testcase for P03755.
P03755_TC3,P03755,20 20 10 29 22 11 20 26 24 30 5,217,False,Additional variant testcase for P03755.
P03756_TC1,P03756,"""8
19 14 25 25 23 17 28 17""",95,True,Pick non-adjacent houses. (problem P03756)
P03756_TC2,P03756,7 29 7 14 28 15 30 39 30 7,206,False,Additional variant testcase for P03756.
P03756_TC3,P03756,2 19 32 9 13 29 30 1 39 32 20,226,False,Additional variant testcase for P03756.
P03757_TC1,P03757,"""[1, 2, 5, 10]
12""",2,True,Use unbounded knapsack DP. (problem P03757)
P03757_TC2,P03757,18 29 3 4 26 13 8 11 37 36,185,False,Additional variant testcase for P03757.
P03757_TC3,P03757,29 37 3 18 19 37 40 18 39 37 1,278,False,Additional variant testcase for P03757.
P03758_TC1,P03758,19 1 14 23 21 14,92,True,Use DP to track optimum state. (problem P03758)
P03758_TC2,P03758,15 2 1 26 11 37 3 21 34 6,156,False,Additional variant testcase for P03758.
P03758_TC3,P03758,27 30 31 24 1 12 25 15 37 34 6,242,False,Additional variant testcase for P03758.
P03759_TC1,P03759,15 8 3 11 12 5,54,True,Use DP to track optimum state. (problem P03759)
P03759_TC2,P03759,7 9 30 11 26 20 27 33 16 33,212,False,Additional variant testcase for P03759.
P03759_TC3,P03759,16 21 17 21 3 24 18 1 15 12 16,164,False,Additional variant testcase for P03759.
P03760_TC1,P03760,10,55,True,Use iterative DP. (problem P03760)
P03760_TC2,P03760,10 19 37 21 6 24 7 16 30 23,193,False,Additional variant testcase for P03760.
P03760_TC3,P03760,13 10 32 22 39 19 22 9 23 12 18,219,False,Additional variant testcase for P03760.
P03761_TC1,P03761,"""8
29 14 11 27 19 4 8 6""",67,True,Pick non-adjacent houses. (problem P03761)
P03761_TC2,P03761,40 22 26 20 21 16 26 40 29 20,260,False,Additional variant testcase for P03761.
P03761_TC3,P03761,6 34 1 17 39 29 14 5 17 23 37,222,False,Additional variant testcase for P03761.
P03762_TC1,P03762,"""[1, 2, 5, 10]
30""",3,True,Use unbounded knapsack DP. (problem P03762)
P03762_TC2,P03762,37 20 10 32 21 6 8 12 24 23,193,False,Additional variant testcase for P03762.
P03762_TC3,P03762,27 32 19 28 15 13 25 13 24 4 20,220,False,Additional variant testcase for P03762.
P03763_TC1,P03763,7 16 6 24 10 22,85,True,Use DP to track optimum state. (problem P03763)
P03763_TC2,P03763,4 9 38 13 14 14 39 21 31 7,190,False,Additional variant testcase for P03763.
P03763_TC3,P03763,13 14 25 4 24 22 8 40 23 36 1,210,False,Additional variant testcase for P03763.
P03764_TC1,P03764,3 20 12 17 25 22,99,True,Use DP to track optimum state. (problem P03764)
P03764_TC2,P03764,20 15 1 1 22 26 34 10 40 39,208,False,Additional variant testcase for P03764.
P03764_TC3,P03764,31 16 32 27 35 32 17 25 33 31 22,301,False,Additional variant testcase for P03764.
P03765_TC1,P03765,12,144,True,Use iterative DP. (problem P03765)
P03765_TC2,P03765,34 30 27 21 36 32 12 5 27 8,232,False,Additional variant testcase for P03765.
P03765_TC3,P03765,39 36 12 19 10 34 36 15 4 22 7,234,False,Additional variant testcase for P03765.
P03766_TC1,P03766,"""8
27 6 11 22 9 11 9 4""",64,True,Pick non-adjacent houses. (problem P03766)
P03766_TC2,P03766,21 3 25 8 32 14 32 5 31 15,186,False,Additional variant testcase for P03766.
P03766_TC3,P03766,10 39 8 13 15 14 18 2 30 16 25,190,False,Additional variant testcase for P03766.
P03767_TC1,P03767,"""[1, 2, 5, 10]
29""",5,True,Use unbounded knapsack DP. (problem P03767)
P03767_TC2,P03767,3 37 9 8 29 27 37 16 35 13,214,False,Additional variant testcase for P03767.
P03767_TC3,P03767,13 37 38 15 8 25 22 40 27 9 3,237,False,Additional variant testcase for P03767.
P03768_TC1,P03768,24 15 13 6 21 4,83,True,Use DP to track optimum state. (problem P03768)
P03768_TC2,P03768,39 27 26 8 10 28 4 29 16 20,207,False,Additional variant testcase for P03768.
P03768_TC3,P03768,34 2 27 18 26 20 18 29 21 30 22,247,False,Additional variant testcase for P03768.
P03769_TC1,P03769,3 8 7 25 22 6,71,True,Use DP to track optimum state. (problem P03769)
P03769_TC2,P03769,23 26 21 35 35 37 6 1 15 14,213,False,Additional variant testcase for P03769.
P03769_TC3,P03769,5 39 29 4 37 39 31 34 40 24 30,312,False,Additional variant testcase for P03769.
P03770_TC1,P03770,12,144,True,Use iterative DP. (problem P03770)
P03770_TC2,P03770,15 1 33 4 14 1 10 23 34 9,144,False,Additional variant testcase for P03770.
P03770_TC3,P03770,35 17 32 38 37 32 6 20 37 29 5,288,False,Additional variant testcase for P03770.
P03771_TC1,P03771,"""8
8 23 11 23 19 10 29 16""",75,True,Pick non-adjacent houses. (problem P03771)
P03771_TC2,P03771,40 18 3 33 16 11 9 35 14 21,200,False,Additional variant testcase for P03771.
P03771_TC3,P03771,38 19 24 1 8 11 27 12 32 9 40,221,False,Additional variant testcase for P03771.
P03772_TC1,P03772,"""[1, 2, 5, 10]
11""",2,True,Use unbounded knapsack DP. (problem P03772)
P03772_TC2,P03772,28 1 36 13 3 24 15 31 11 3,165,False,Additional variant testcase for P03772.
P03772_TC3,P03772,36 24 30 24 31 9 33 1 19 1 38,246,False,Additional variant testcase for P03772.
P03773_TC1,P03773,13 22 14 3 7 8,67,True,Use DP to track optimum state. (problem P03773)
P03773_TC2,P03773,2 34 25 38 12 6 35 40 27 28,247,False,Additional variant testcase for P03773.
P03773_TC3,P03773,33 38 14 25 29 15 8 33 18 32 26,271,False,Additional variant testcase for P03773.
P03774_TC1,P03774,7 14 8 22 24 17,92,True,Use DP to track optimum state. (problem P03774)
P03774_TC2,P03774,5 40 38 40 36 16 17 39 39 30,300,False,Additional variant testcase for P03774.
P03774_TC3,P03774,32 24 17 31 5 5 19 8 38 5 27,211,False,Additional variant testcase for P03774.
P03775_TC1,P03775,11,89,True,Use iterative DP. (problem P03775)
P03775_TC2,P03775,16 32 18 14 27 19 10 8 39 27,210,False,Additional variant testcase for P03775.
P03775_TC3,P03775,13 3 2 1 16 2 15 1 6 22 25,106,False,Additional variant testcase for P03775.
P03776_TC1,P03776,"""8
13 5 6 2 6 22 16 24""",65,True,Pick non-adjacent houses. (problem P03776)
P03776_TC2,P03776,30 6 25 37 23 17 1 3 30 13,185,False,Additional variant testcase for P03776.
P03776_TC3,P03776,3 19 16 18 25 16 30 7 21 18 22,195,False,Additional variant testcase for P03776.
P03777_TC1,P03777,"""[1, 2, 5, 10]
18""",4,True,Use unbounded knapsack DP. (problem P03777)
P03777_TC2,P03777,10 21 36 19 35 26 10 3 16 17,193,False,Additional variant testcase for P03777.
P03777_TC3,P03777,20 13 25 28 15 31 34 19 23 15 13,236,False,Additional variant testcase for P03777.
P03778_TC1,P03778,2 4 25 10 3 20,64,True,Use DP to track optimum state. (problem P03778)
P03778_TC2,P03778,22 1 36 18 7 33 19 15 2 25,178,False,Additional variant testcase for P03778.
P03778_TC3,P03778,33 14 16 18 22 21 12 40 13 8 27,224,False,Additional variant testcase for P03778.
P03779_TC1,P03779,25 9 7 2 9 4,56,True,Use DP to track optimum state. (problem P03779)
P03779_TC2,P03779,26 13 9 28 30 13 5 4 35 19,182,False,Additional variant testcase for P03779.
P03779_TC3,P03779,5 35 4 5 21 36 27 21 22 11 33,220,False,Additional variant testcase for P03779.
P03780_TC1,P03780,6,8,True,Use iterative DP. (problem P03780)
P03780_TC2,P03780,26 18 34 1 29 17 28 37 7 25,222,False,Additional variant testcase for P03780.
P03780_TC3,P03780,26 11 10 29 16 26 27 24 20 14 34,237,False,Additional variant testcase for P03780.
P03781_TC1,P03781,"""8
4 24 9 20 3 21 10 20""",85,True,Pick non-adjacent houses. (problem P03781)
P03781_TC2,P03781,35 18 20 29 18 37 34 40 8 19,258,False,Additional variant testcase for P03781.
P03781_TC3,P03781,17 5 16 22 36 33 19 2 9 32 28,219,False,Additional variant testcase for P03781.
P03782_TC1,P03782,"""[1, 2, 5, 10]
15""",2,True,Use unbounded knapsack DP. (problem P03782)
P03782_TC2,P03782,10 7 7 3 26 7 26 31 2 4,123,False,Additional variant testcase for P03782.
P03782_TC3,P03782,8 37 16 36 20 36 22 32 20 10 29,266,False,Additional variant testcase for P03782.
P03783_TC1,P03783,25 23 23 4 11 12,98,True,Use DP to track optimum state. (problem P03783)
P03783_TC2,P03783,27 8 29 10 3 16 9 31 19 22,174,False,Additional variant testcase for P03783.
P03783_TC3,P03783,9 9 1 20 36 12 37 37 20 36 17,234,False,Additional variant testcase for P03783.
P03784_TC1,P03784,9 4 13 19 2 9,56,True,Use DP to track optimum state. (problem P03784)
P03784_TC2,P03784,27 34 22 24 26 34 35 40 34 14,290,False,Additional variant testcase for P03784.
P03784_TC3,P03784,20 24 6 24 22 13 31 34 33 37 14,258,False,Additional variant testcase for P03784.
P03785_TC1,P03785,11,89,True,Use iterative DP. (problem P03785)
P03785_TC2,P03785,25 37 18 26 38 36 18 22 9 9,238,False,Additional variant testcase for P03785.
P03785_TC3,P03785,22 32 23 22 37 31 11 20 30 18 4,250,False,Additional variant testcase for P03785.
P03786_TC1,P03786,"""8
19 30 2 10 13 28 24 15""",83,True,Pick non-adjacent houses. (problem P03786)
P03786_TC2,P03786,12 38 25 3 19 6 34 39 1 19,196,False,Additional variant testcase for P03786.
P03786_TC3,P03786,8 28 35 13 14 35 33 39 23 5 1,234,False,Additional variant testcase for P03786.
P03787_TC1,P03787,"""[1, 2, 5, 10]
14""",3,True,Use unbounded knapsack DP. (problem P03787)
P03787_TC2,P03787,6 30 32 31 9 37 12 16 6 34,213,False,Additional variant testcase for P03787.
P03787_TC3,P03787,6 12 40 33 2 17 25 26 18 2 34,215,False,Additional variant testcase for P03787.
P03788_TC1,P03788,19 19 8 23 4 10,83,True,Use DP to track optimum state. (problem P03788)
P03788_TC2,P03788,28 21 7 8 9 3 21 32 35 21,185,False,Additional variant testcase for P03788.
P03788_TC3,P03788,24 21 15 31 12 12 40 35 10 18 38,256,False,Additional variant testcase for P03788.
P03789_TC1,P03789,13 14 2 25 3 5,62,True,Use DP to track optimum state. (problem P03789)
P03789_TC2,P03789,12 4 40 37 1 11 8 31 23 13,180,False,Additional variant testcase for P03789.
P03789_TC3,P03789,22 24 11 19 3 9 35 28 15 18 19,203,False,Additional variant testcase for P03789.
P03790_TC1,P03790,12,144,True,Use iterative DP. (problem P03790)
P03790_TC2,P03790,27 6 34 1 37 24 39 35 28 35,266,False,Additional variant testcase for P03790.
P03790_TC3,P03790,25 8 13 32 22 15 36 5 35 37 23,251,False,Additional variant testcase for P03790.
P03791_TC1,P03791,"""8
20 5 13 27 24 26 5 3""",76,True,Pick non-adjacent houses. (problem P03791)
P03791_TC2,P03791,7 30 23 9 2 25 19 25 22 40,202,False,Additional variant testcase for P03791.
P03791_TC3,P03791,20 1 10 23 34 24 8 6 24 7 1,158,False,Additional variant testcase for P03791.
P03792_TC1,P03792,"""[1, 2, 5, 10]
19""",4,True,Use unbounded knapsack DP. (problem P03792)
P03792_TC2,P03792,33 33 24 10 7 3 13 1 17 35,176,False,Additional variant testcase for P03792.
P03792_TC3,P03792,17 17 3 37 2 25 38 25 3 28 7,202,False,Additional variant testcase for P03792.
P03793_TC1,P03793,2 23 23 10 13 20,91,True,Use DP to track optimum state. (problem P03793)
P03793_TC2,P03793,27 31 36 4 18 10 27 3 15 16,187,False,Additional variant testcase for P03793.
P03793_TC3,P03793,20 30 7 21 38 6 23 4 8 15 31,203,False,Additional variant testcase for P03793.
P03794_TC1,P03794,10 7 14 13 12 5,61,True,Use DP to track optimum state. (problem P03794)
P03794_TC2,P03794,8 21 10 20 7 17 27 38 27 24,199,False,Additional variant testcase for P03794.
P03794_TC3,P03794,27 31 19 11 13 22 31 5 39 39 3,240,False,Additional variant testcase for P03794.
P03795_TC1,P03795,6,8,True,Use iterative DP. (problem P03795)
P03795_TC2,P03795,4 18 19 2 29 19 33 16 32 24,196,False,Additional variant testcase for P03795.
P03795_TC3,P03795,20 36 31 11 15 16 22 28 15 26 38,258,False,Additional variant testcase for P03795.
P03796_TC1,P03796,"""8
23 24 9 17 13 1 13 22""",67,True,Pick non-adjacent houses. (problem P03796)
P03796_TC2,P03796,38 34 21 5 26 31 28 16 32 33,264,False,Additional variant testcase for P03796.
P03796_TC3,P03796,1 27 22 6 38 30 11 36 39 11 21,242,False,Additional variant testcase for P03796.
P03797_TC1,P03797,"""[1, 2, 5, 10]
24""",4,True,Use unbounded knapsack DP. (problem P03797)
P03797_TC2,P03797,22 29 20 11 20 14 18 1 28 9,172,False,Additional variant testcase for P03797.
P03797_TC3,P03797,37 1 31 33 9 11 7 30 22 21 2,204,False,Additional variant testcase for P03797.
P03798_TC1,P03798,19 4 9 24 2 10,68,True,Use DP to track optimum state. (problem P03798)
P03798_TC2,P03798,34 23 15 10 35 17 30 1 16 25,206,False,Additional variant testcase for P03798.
P03798_TC3,P03798,24 34 13 1 3 37 13 7 13 26 30,201,False,Additional variant testcase for P03798.
P03799_TC1,P03799,13 2 24 2 24 3,68,True,Use DP to track optimum state. (problem P03799)
P03799_TC2,P03799,28 10 28 23 14 3 20 16 4 10,156,False,Additional variant testcase for P03799.
P03799_TC3,P03799,29 30 21 28 23 32 23 40 35 26 28,315,False,Additional variant testcase for P03799.
P03800_TC1,P03800,11,89,True,Use iterative DP. (problem P03800)
P03800_TC2,P03800,39 30 21 1 30 19 21 33 16 19,229,False,Additional variant testcase for P03800.
P03800_TC3,P03800,35 5 5 29 27 8 15 37 4 25 1,191,False,Additional variant testcase for P03800.
P03801_TC1,P03801,"""8
2 4 8 4 15 24 23 19""",53,True,Pick non-adjacent houses. (problem P03801)
P03801_TC2,P03801,32 37 36 38 6 12 26 25 26 19,257,False,Additional variant testcase for P03801.
P03801_TC3,P03801,10 18 40 6 35 17 28 16 12 2 16,200,False,Additional variant testcase for P03801.
P03802_TC1,P03802,"""[1, 2, 5, 10]
24""",4,True,Use unbounded knapsack DP. (problem P03802)
P03802_TC2,P03802,1 9 18 33 26 5 2 31 35 33,193,False,Additional variant testcase for P03802.
P03802_TC3,P03802,3 12 8 10 16 32 9 34 14 16 37,191,False,Additional variant testcase for P03802.
P03803_TC1,P03803,16 17 18 11 15 12,89,True,Use DP to track optimum state. (problem P03803)
P03803_TC2,P03803,13 37 21 38 5 22 36 2 16 33,223,False,Additional variant testcase for P03803.
P03803_TC3,P03803,24 6 1 39 20 15 24 28 3 4 20,184,False,Additional variant testcase for P03803.
P03804_TC1,P03804,22 1 16 16 19 15,89,True,Use DP to track optimum state. (problem P03804)
P03804_TC2,P03804,22 15 4 23 18 26 25 30 1 10,174,False,Additional variant testcase for P03804.
P03804_TC3,P03804,4 39 22 14 17 22 16 18 9 36 33,230,False,Additional variant testcase for P03804.
P03805_TC1,P03805,6,8,True,Use iterative DP. (problem P03805)
P03805_TC2,P03805,8 23 28 32 22 19 2 14 6 6,160,False,Additional variant testcase for P03805.
P03805_TC3,P03805,27 38 32 28 21 38 18 13 38 16 33,302,False,Additional variant testcase for P03805.
P03806_TC1,P03806,"""8
20 20 16 26 18 9 20 21""",76,True,Pick non-adjacent houses. (problem P03806)
P03806_TC2,P03806,27 18 2 38 37 17 19 6 39 21,224,False,Additional variant testcase for P03806.
P03806_TC3,P03806,33 8 34 15 28 28 23 24 28 40 30,291,False,Additional variant testcase for P03806.
P03807_TC1,P03807,"""[1, 2, 5, 10]
18""",4,True,Use unbounded knapsack DP. (problem P03807)
P03807_TC2,P03807,1 17 33 32 35 39 11 33 12 2,215,False,Additional variant testcase for P03807.
P03807_TC3,P03807,40 6 23 11 23 6 15 32 6 29 40,231,False,Additional variant testcase for P03807.
P03808_TC1,P03808,22 8 21 7 7 14,79,True,Use DP to track optimum state. (problem P03808)
P03808_TC2,P03808,4 1 36 33 20 16 24 10 33 14,191,False,Additional variant testcase for P03808.
P03808_TC3,P03808,3 13 39 22 34 26 15 4 19 15 39,229,False,Additional variant testcase for P03808.
P03809_TC1,P03809,13 9 24 22 24 25,117,True,Use DP to track optimum state. (problem P03809)
P03809_TC2,P03809,13 4 32 26 40 2 20 39 31 9,216,False,Additional variant testcase for P03809.
P03809_TC3,P03809,26 28 4 6 35 9 16 35 20 4 22,205,False,Additional variant testcase for P03809.
P03810_TC1,P03810,6,8,True,Use iterative DP. (problem P03810)
P03810_TC2,P03810,29 26 25 7 39 34 14 22 21 25,242,False,Additional variant testcase for P03810.
P03810_TC3,P03810,28 17 16 19 7 2 39 1 16 15 36,196,False,Additional variant testcase for P03810.
P03811_TC1,P03811,"""8
18 2 23 8 5 15 26 16""",72,True,Pick non-adjacent houses. (problem P03811)
P03811_TC2,P03811,1 21 40 29 32 15 36 12 30 5,221,False,Additional variant testcase for P03811.
P03811_TC3,P03811,37 6 26 3 33 34 32 38 22 29 6,266,False,Additional variant testcase for P03811.
P03812_TC1,P03812,"""[1, 2, 5, 10]
29""",5,True,Use unbounded knapsack DP. (problem P03812)
P03812_TC2,P03812,29 14 31 31 8 17 6 24 20 9,189,False,Additional variant testcase for P03812.
P03812_TC3,P03812,17 2 38 34 7 24 17 30 9 7 20,205,False,Additional variant testcase for P03812.
P03813_TC1,P03813,13 4 6 9 1 18,51,True,Use DP to track optimum state. (problem P03813)
P03813_TC2,P03813,39 13 32 13 3 10 17 36 15 16,194,False,Additional variant testcase for P03813.
P03813_TC3,P03813,36 37 23 14 20 17 22 35 38 30 20,292,False,Additional variant testcase for P03813.
P03814_TC1,P03814,10 8 25 21 13 24,101,True,Use DP to track optimum state. (problem P03814)
P03814_TC2,P03814,14 2 8 33 15 4 3 11 33 16,139,False,Additional variant testcase for P03814.
P03814_TC3,P03814,29 18 8 5 1 34 39 8 31 33 17,223,False,Additional variant testcase for P03814.
P03815_TC1,P03815,15,610,True,Use iterative DP. (problem P03815)
P03815_TC2,P03815,17 11 40 30 36 5 33 7 35 30,244,False,Additional variant testcase for P03815.
P03815_TC3,P03815,13 19 21 22 12 11 36 12 16 37 14,213,False,Additional variant testcase for P03815.
P03816_TC1,P03816,"""8
26 8 30 24 15 7 10 22""",93,True,Pick non-adjacent houses. (problem P03816)
P03816_TC2,P03816,29 13 3 28 19 13 9 21 32 6,173,False,Additional variant testcase for P03816.
P03816_TC3,P03816,6 10 23 22 15 37 2 22 14 40 5,196,False,Additional variant testcase for P03816.
P03817_TC1,P03817,"""[1, 2, 5, 10]
15""",2,True,Use unbounded knapsack DP. (problem P03817)
P03817_TC2,P03817,23 16 30 34 7 34 38 31 39 20,272,False,Additional variant testcase for P03817.
P03817_TC3,P03817,19 37 17 21 12 11 20 13 27 21 40,238,False,Additional variant testcase for P03817.
P03818_TC1,P03818,23 23 5 7 14 16,88,True,Use DP to track optimum state. (problem P03818)
P03818_TC2,P03818,18 10 32 10 31 11 6 36 24 4,182,False,Additional variant testcase for P03818.
P03818_TC3,P03818,30 19 28 28 23 28 21 26 38 5 27,273,False,Additional variant testcase for P03818.
P03819_TC1,P03819,7 19 16 9 22 2,75,True,Use DP to track optimum state. (problem P03819)
P03819_TC2,P03819,33 21 31 5 40 6 30 32 37 1,236,False,Additional variant testcase for P03819.
P03819_TC3,P03819,31 40 6 39 15 7 13 14 16 26 6,213,False,Additional variant testcase for P03819.
P03820_TC1,P03820,9,34,True,Use iterative DP. (problem P03820)
P03820_TC2,P03820,22 20 1 28 32 36 4 2 31 28,204,False,Additional variant testcase for P03820.
P03820_TC3,P03820,29 7 6 16 9 40 25 27 5 25 40,229,False,Additional variant testcase for P03820.
P03821_TC1,P03821,"""8
23 30 13 17 21 7 27 15""",84,True,Pick non-adjacent houses. (problem P03821)
P03821_TC2,P03821,15 31 4 14 33 23 20 39 20 1,200,False,Additional variant testcase for P03821.
P03821_TC3,P03821,19 22 1 5 19 33 11 32 32 12 30,216,False,Additional variant testcase for P03821.
P03822_TC1,P03822,"""[1, 2, 5, 10]
22""",3,True,Use unbounded knapsack DP. (problem P03822)
P03822_TC2,P03822,35 22 12 13 22 16 4 4 35 16,179,False,Additional variant testcase for P03822.
P03822_TC3,P03822,32 20 10 9 28 21 8 37 32 14 29,240,False,Additional variant testcase for P03822.
P03823_TC1,P03823,23 10 2 4 1 21,61,True,Use DP to track optimum state. (problem P03823)
P03823_TC2,P03823,12 37 38 19 26 5 24 5 5 34,205,False,Additional variant testcase for P03823.
P03823_TC3,P03823,38 24 19 8 9 29 36 38 2 19 38,260,False,Additional variant testcase for P03823.
P03824_TC1,P03824,18 1 10 22 13 25,89,True,Use DP to track optimum state. (problem P03824)
P03824_TC2,P03824,29 35 20 22 24 7 35 25 21 8,226,False,Additional variant testcase for P03824.
P03824_TC3,P03824,3 13 33 17 17 33 13 40 32 39 12,252,False,Additional variant testcase for P03824.
P03825_TC1,P03825,14,377,True,Use iterative DP. (problem P03825)
P03825_TC2,P03825,26 9 33 30 26 2 4 6 6 14,156,False,Additional variant testcase for P03825.
P03825_TC3,P03825,30 27 17 18 33 38 8 15 32 32 34,284,False,Additional variant testcase for P03825.
P03826_TC1,P03826,"""8
27 6 13 7 28 4 20 16""",88,True,Pick non-adjacent houses. (problem P03826)
P03826_TC2,P03826,6 25 33 23 5 17 39 19 38 37,242,False,Additional variant testcase for P03826.
P03826_TC3,P03826,28 4 2 23 8 2 6 11 32 36 1,153,False,Additional variant testcase for P03826.
P03827_TC1,P03827,"""[1, 2, 5, 10]
23""",4,True,Use unbounded knapsack DP. (problem P03827)
P03827_TC2,P03827,19 27 1 14 26 23 10 32 39 5,196,False,Additional variant testcase for P03827.
P03827_TC3,P03827,38 32 23 21 9 2 32 20 6 16 8,207,False,Additional variant testcase for P03827.
P03828_TC1,P03828,9 15 24 2 12 18,80,True,Use DP to track optimum state. (problem P03828)
P03828_TC2,P03828,9 21 7 2 4 12 25 17 7 16,120,False,Additional variant testcase for P03828.
P03828_TC3,P03828,32 19 26 35 22 24 4 33 37 13 39,284,False,Additional variant testcase for P03828.
P03829_TC1,P03829,23 9 9 6 4 9,60,True,Use DP to track optimum state. (problem P03829)
P03829_TC2,P03829,9 15 8 26 19 24 39 13 5 18,176,False,Additional variant testcase for P03829.
P03829_TC3,P03829,11 34 30 15 6 5 5 14 18 18 24,180,False,Additional variant testcase for P03829.
P03830_TC1,P03830,10,55,True,Use iterative DP. (problem P03830)
P03830_TC2,P03830,8 34 9 20 16 14 28 18 33 30,210,False,Additional variant testcase for P03830.
P03830_TC3,P03830,35 16 38 31 8 39 25 5 5 2 30,234,False,Additional variant testcase for P03830.
P03831_TC1,P03831,"""8
5 12 24 22 19 18 2 7""",59,True,Pick non-adjacent houses. (problem P03831)
P03831_TC2,P03831,21 40 12 38 17 25 33 14 29 24,253,False,Additional variant testcase for P03831.
P03831_TC3,P03831,10 24 21 30 4 12 25 2 25 37 38,228,False,Additional variant testcase for P03831.
P03832_TC1,P03832,"""[1, 2, 5, 10]
22""",3,True,Use unbounded knapsack DP. (problem P03832)
P03832_TC2,P03832,20 14 7 39 40 11 36 28 22 37,254,False,Additional variant testcase for P03832.
P03832_TC3,P03832,12 6 23 6 23 23 14 34 1 39 38,219,False,Additional variant testcase for P03832.
P03833_TC1,P03833,15 11 18 8 9 17,78,True,Use DP to track optimum state. (problem P03833)
P03833_TC2,P03833,1 1 19 19 2 18 21 26 23 6,136,False,Additional variant testcase for P03833.
P03833_TC3,P03833,30 20 27 40 30 34 17 22 30 34 4,288,False,Additional variant testcase for P03833.
P03834_TC1,P03834,6 7 22 14 19 20,88,True,Use DP to track optimum state. (problem P03834)
P03834_TC2,P03834,21 35 34 16 16 29 8 18 7 30,214,False,Additional variant testcase for P03834.
P03834_TC3,P03834,16 4 14 5 19 1 29 15 3 11 2,119,False,Additional variant testcase for P03834.
P03835_TC1,P03835,9,34,True,Use iterative DP. (problem P03835)
P03835_TC2,P03835,38 28 20 9 8 17 17 24 35 4,200,False,Additional variant testcase for P03835.
P03835_TC3,P03835,12 6 21 19 34 30 25 27 10 5 25,214,False,Additional variant testcase for P03835.
P03836_TC1,P03836,"""8
20 29 20 1 28 1 11 1""",79,True,Pick non-adjacent houses. (problem P03836)
P03836_TC2,P03836,16 34 1 38 23 35 22 18 27 13,227,False,Additional variant testcase for P03836.
P03836_TC3,P03836,37 39 29 13 15 29 10 15 30 6 23,246,False,Additional variant testcase for P03836.
P03837_TC1,P03837,"""[1, 2, 5, 10]
14""",3,True,Use unbounded knapsack DP. (problem P03837)
P03837_TC2,P03837,23 24 33 25 11 29 9 9 32 36,231,False,Additional variant testcase for P03837.
P03837_TC3,P03837,29 26 7 6 15 11 34 10 7 7 27,179,False,Additional variant testcase for P03837.
P03838_TC1,P03838,23 4 20 16 3 9,75,True,Use DP to track optimum state. (problem P03838)
P03838_TC2,P03838,10 35 1 29 22 1 18 35 37 1,189,False,Additional variant testcase for P03838.
P03838_TC3,P03838,18 38 25 15 12 25 9 35 21 13 32,243,False,Additional variant testcase for P03838.
P03839_TC1,P03839,21 6 20 11 19 21,98,True,Use DP to track optimum state. (problem P03839)
P03839_TC2,P03839,13 21 40 29 35 24 11 12 31 40,256,False,Additional variant testcase for P03839.
P03839_TC3,P03839,28 4 17 33 23 31 15 24 11 2 23,211,False,Additional variant testcase for P03839.
P03840_TC1,P03840,13,233,True,Use iterative DP. (problem P03840)
P03840_TC2,P03840,8 17 38 8 15 27 18 37 39 9,216,False,Additional variant testcase for P03840.
P03840_TC3,P03840,29 13 15 40 1 37 26 36 37 28 12,274,False,Additional variant testcase for P03840.
P03841_TC1,P03841,"""8
26 27 13 14 5 14 29 27""",82,True,Pick non-adjacent houses. (problem P03841)
P03841_TC2,P03841,37 39 24 6 8 3 9 32 33 35,226,False,Additional variant testcase for P03841.
P03841_TC3,P03841,20 23 23 31 38 6 14 7 3 1 18,184,False,Additional variant testcase for P03841.
P03842_TC1,P03842,"""[1, 2, 5, 10]
22""",3,True,Use unbounded knapsack DP. (problem P03842)
P03842_TC2,P03842,39 16 30 5 23 15 10 22 33 28,221,False,Additional variant testcase for P03842.
P03842_TC3,P03842,11 16 17 34 17 30 20 19 31 36 40,271,False,Additional variant testcase for P03842.
P03843_TC1,P03843,6 9 25 1 13 12,66,True,Use DP to track optimum state. (problem P03843)
P03843_TC2,P03843,5 3 6 26 9 16 5 37 14 15,136,False,Additional variant testcase for P03843.
